rankid,rank,song,artist,year
"1681","81","Hold On Tight","Electric Light Orchestra","1981"
"1682","82","It's Now or Never","John Schneider","1981"
"1683","83","Treat Me Right","Pat Benatar","1981"
"1684","84","Winning","Santana","1981"
"1685","85","What Kind of Fool","Barbra Streisand & Barry Gibb","1981"
"1686","86","Watching the Wheels","John Lennon","1981"
"1687","87","Tell It Like It Is","Heart","1981"
"1688","88","Smoky Mountain Rain","Ronnie Milsap","1981"
"1689","89","I Made It Through the Rain","Barry Manilow","1981"
"1690","90","You've Lost That Lovin' Feelin'","Hall & Oates","1981"
"1691","91","Suddenly","Olivia Newton-John & Cliff Richard","1981"
"1692","92","For Your Eyes Only","Sheena Easton","1981"
"1693","93","The Beach Boys Medley","The Beach Boys","1981"
"1694","94","Whip It","Devo","1981"
"1695","95","Modern Girl","Sheena Easton","1981"
"1696","96","Really Wanna Know You","Gary Wright","1981"
"1697","97","Seven Year Ache","Rosanne Cash","1981"
"1698","98","I'm Coming Out","Diana Ross","1981"
"1699","99","Miss Sun","Boz Scaggs","1981"
"1700","100","Time Is Time","Andy Gibb","1981"
"1701","1","Physical","Olivia Newton-John","1982"
"1702","2","Eye of the Tiger","Survivor","1982"
"1703","3","I Love Rock 'n Roll","Joan Jett & The Blackhearts","1982"
"1704","4","Ebony and Ivory","Paul McCartney and Stevie Wonder","1982"
"1705","5","Centerfold","The J. Geils Band","1982"
"1706","6","Don't You Want Me","The Human League","1982"
"1707","7","Jack & Diane","John Cougar","1982"
"1708","8","Hurts So Good","John Cougar","1982"
"1709","9","Abracadabra","Steve Miller Band","1982"
"1710","10","Hard to Say I'm Sorry","Chicago","1982"
"1711","11","Tainted Love","Soft Cell","1982"
"1712","12","Chariots of Fire","Vangelis","1982"
"1713","13","Harden My Heart","Quarterflash","1982"
"1714","14","Rosanna","Toto","1982"
"1715","15","I Can't Go for That (No Can Do)","Hall & Oates","1982"
"1716","16","867-5309/Jenny","Tommy Tutone","1982"
"1717","17","Key Largo","Bertie Higgins","1982"
"1718","18","You Should Hear How She Talks About You","Melissa Manchester","1982"
"1719","19","Waiting for a Girl Like You","Foreigner","1982"
"1720","20","Don't Talk to Strangers","Rick Springfield","1982"
"1721","21","The Sweetest Thing (I've Ever Known)","Juice Newton","1982"
"1722","22","Always on My Mind","Willie Nelson","1982"
"1723","23","Shake It Up","The Cars","1982"
"1724","24","Let It Whip","Dazz Band","1982"
"1725","25","We Got the Beat","The Go-Go's","1982"
"1726","26","The Other Woman","Ray Parker Jr.","1982"
"1727","27","Turn Your Love Around","George Benson","1982"
"1728","28","Sweet Dreams","Air Supply","1982"
"1729","29","Only the Lonely","The Motels","1982"
"1730","30","Who Can It Be Now?","Men at Work","1982"
"1731","31","Hold Me","Fleetwood Mac","1982"
"1732","32","Eye in the Sky","The Alan Parsons Project","1982"
"1733","33","Let's Groove","Earth, Wind & Fire","1982"
"1734","34","Open Arms","Journey","1982"
"1735","35","Leader of the Band","Dan Fogelberg","1982"
"1736","36","Leather and Lace","Stevie Nicks and Don Henley","1982"
"1737","37","Even the Nights Are Better","Air Supply","1982"
"1738","38","I've Never Been to Me","Charlene","1982"
"1739","39","'65 Love Affair","Paul Davis","1982"
"1740","40","Heat of the Moment","Asia","1982"
"1741","41","Take It Easy on Me","Little River Band","1982"
"1742","42","Pac-Man Fever","Buckner & Garcia","1982"
"1743","43","That Girl","Stevie Wonder","1982"
"1744","44","Private Eyes","Hall & Oates","1982"
"1745","45","Trouble","Lindsey Buckingham","1982"
"1746","46","Making Love","Roberta Flack","1982"
"1747","47","Love's Been a Little Bit Hard on Me","Juice Newton","1982"
"1748","48","Young Turks","Rod Stewart","1982"
"1749","49","Freeze-Frame","The J. Geils Band","1982"
"1750","50","Keep the Fire Burnin'","REO Speedwagon","1982"
"1751","51","Do You Believe in Love","Huey Lewis and the News","1982"
"1752","52","Cool Night","Paul Davis","1982"
"1753","53","Caught Up In You",".38 Special","1982"
"1754","54","Why Do Fools Fall In Love?","Diana Ross","1982"
"1755","55","Love in the First Degree","Alabama","1982"
"1756","56","Hooked On Classics","Royal Philharmonic Orchestra","1982"
"1757","57","Wasted on the Way","Crosby, Stills & Nash","1982"
"1758","58","Think I'm in Love","Eddie Money","1982"
"1759","59","Love Is in Control (Finger on the Trigger)","Donna Summer","1982"
"1760","60","Personally","Karla Bonoff","1982"
"1761","61","One Hundred Ways","Quincy Jones featuring James Ingram","1982"
"1762","62","Blue Eyes","Elton John","1982"
"1763","63","Our Lips Are Sealed","The Go-Go's","1982"
"1764","64","You Could Have Been with Me","Sheena Easton","1982"
"1765","65","You Can Do Magic","America","1982"
"1766","66","Did It in a Minute","Hall & Oates","1982"
"1767","67","I Ran (So Far Away)","A Flock of Seagulls","1982"
"1768","68","Somebody's Baby","Jackson Browne","1982"
"1769","69","Oh No","Commodores","1982"
"1770","70","Take It Away","Paul McCartney","1982"
"1771","71","It's Gonna Take a Miracle","Deniece Williams","1982"
"1772","72","Love Will Turn You Around","Kenny Rogers","1982"
"1773","73","Don't Stop Believin'","Journey","1982"
"1774","74","Comin' In and Out of Your Life","Barbra Streisand","1982"
"1775","75","Gloria","Laura Branigan","1982"
"1776","76","Empty Garden (Hey Hey Johnny)","Elton John","1982"
"1777","77","Yesterday's Songs","Neil Diamond","1982"
"1778","78","Crimson and Clover","Joan Jett & The Blackhearts","1982"
"1779","79","Every Little Thing She Does Is Magic","The Police","1982"
"1780","80","Here I Am","Air Supply","1982"
"1781","81","I Keep Forgettin' (Every Time You're Near)","Michael McDonald","1982"
"1782","82","Get Down on It","Kool & the Gang","1982"
"1783","83","Any Day Now","Ronnie Milsap","1982"
"1784","84","Make a Move on Me","Olivia Newton-John","1982"
"1785","85","Take My Heart (You Can Have It If You Want It)","Kool & the Gang","1982"
"1786","86","Mirror Mirror","Diana Ross","1982"
"1787","87","Vacation","The Go-Go's","1982"
"1788","88","Oh, Pretty Woman","Van Halen","1982"
"1789","89","Should I Do It","The Pointer Sisters","1982"
"1790","90","Hot in the City","Billy Idol","1982"
"1791","91","Kids in America","Kim Wilde","1982"
"1792","92","Man on Your Mind","Little River Band","1982"
"1793","93","What's Forever For","Michael Murphey","1982"
"1794","94","Waiting on a Friend","The Rolling Stones","1982"
"1795","95","Do I Do","Stevie Wonder","1982"
"1796","96","Working for the Weekend","Loverboy","1982"
"1797","97","Goin' Down","Greg Guidry","1982"
"1798","98","Arthur's Theme (Best That You Can Do)","Christopher Cross","1982"
"1799","99","Through the Years","Kenny Rogers","1982"
"1800","100","Edge of Seventeen","Stevie Nicks","1982"
"1801","1","Every Breath You Take","The Police","1983"
"1802","2","Billie Jean","Michael Jackson","1983"
"1803","3","Flashdance... What a Feeling","Irene Cara","1983"
"1804","4","Down Under","Men at Work","1983"
"1805","5","Beat It","Michael Jackson","1983"
"1806","6","Total Eclipse of the Heart","Bonnie Tyler","1983"
"1807","7","Maneater","Hall & Oates","1983"
"1808","8","Baby, Come to Me","Patti Austin and James Ingram","1983"
"1809","9","Maniac","Michael Sembello","1983"
"1810","10","Sweet Dreams (Are Made of This)","Eurythmics","1983"
"1811","11","Do You Really Want to Hurt Me","Culture Club","1983"
"1812","12","You and I","Eddie Rabbitt and Crystal Gayle","1983"
"1813","13","Come On Eileen","Dexys Midnight Runners","1983"
"1814","14","Shame on the Moon","Bob Seger & The Silver Bullet Band","1983"
"1815","15","She Works Hard for the Money","Donna Summer","1983"
"1816","16","Never Gonna Let You Go","Sérgio Mendes","1983"
"1817","17","Hungry Like the Wolf","Duran Duran","1983"
"1818","18","Let's Dance","David Bowie","1983"
"1819","19","Twilight Zone","Golden Earring","1983"
"1820","20","I Know There's Something Going On","Frida","1983"
"1821","21","Jeopardy","The Greg Kihn Band","1983"
"1822","22","Electric Avenue","Eddy Grant","1983"
"1823","23","She Blinded Me with Science","Thomas Dolby","1983"
"1824","24","Africa","Toto","1983"
"1825","25","Little Red Corvette","Prince","1983"
"1826","26","Back on the Chain Gang","The Pretenders","1983"
"1827","27","Up Where We Belong","Joe Cocker and Jennifer Warnes","1983"
"1828","28","Mr. Roboto","Styx","1983"
"1829","29","You Are","Lionel Richie","1983"
"1830","30","Der Kommissar","After the Fire","1983"
"1831","31","Puttin' on the Ritz","Taco","1983"
"1832","32","Sexual Healing","Marvin Gaye","1983"
"1833","33","(Keep Feeling) Fascination","The Human League","1983"
"1834","34","Time (Clock of the Heart)","Culture Club","1983"
"1835","35","The Safety Dance","Men Without Hats","1983"
"1836","36","Mickey","Toni Basil","1983"
"1837","37","You Can't Hurry Love","Phil Collins","1983"
"1838","38","Separate Ways (Worlds Apart)","Journey","1983"
"1839","39","One on One","Hall & Oates","1983"
"1840","40","We've Got Tonight","Kenny Rogers and Sheena Easton","1983"
"1841","41","1999","Prince","1983"
"1842","42","Stray Cat Strut","Stray Cats","1983"
"1843","43","Allentown","Billy Joel","1983"
"1844","44","Stand Back","Stevie Nicks","1983"
"1845","45","Tell Her About It","Billy Joel","1983"
"1846","46","Always Something There to Remind Me","Naked Eyes","1983"
"1847","47","Truly","Lionel Richie","1983"
"1848","48","Dirty Laundry","Don Henley","1983"
"1849","49","The Girl Is Mine","Michael Jackson and Paul McCartney","1983"
"1850","50","Too Shy","Kajagoogoo","1983"
"1851","51","Goody Two-Shoes","Adam Ant","1983"
"1852","52","Rock the Casbah","The Clash","1983"
"1853","53","Our House","Madness","1983"
"1854","54","Overkill","Men at Work","1983"
"1855","55","Is There Something I Should Know?","Duran Duran","1983"
"1856","56","Gloria","Laura Branigan","1983"
"1857","57","Affair of the Heart","Rick Springfield","1983"
"1858","58","She's a Beauty","The Tubes","1983"
"1859","59","Solitaire","Laura Branigan","1983"
"1860","60","Don't Let It End","Styx","1983"
"1861","61","How Am I Supposed to Live Without You","Laura Branigan","1983"
"1862","62","China Girl","David Bowie","1983"
"1863","63","Come Dancing","The Kinks","1983"
"1864","64","Promises, Promises","Naked Eyes","1983"
"1865","65","The Other Guy","Little River Band","1983"
"1866","66","Making Love Out of Nothing at All","Air Supply","1983"
"1867","67","Family Man","Hall & Oates","1983"
"1868","68","Wanna Be Startin' Somethin'","Michael Jackson","1983"
"1869","69","I Won't Hold You Back","Toto","1983"
"1870","70","All Right","Christopher Cross","1983"
"1871","71","Straight from the Heart","Bryan Adams","1983"
"1872","72","Heart to Heart","Kenny Loggins","1983"
"1873","73","My Love","Lionel Richie","1983"
"1874","74","I'm Still Standing","Elton John","1983"
"1875","75","Hot Girls in Love","Loverboy","1983"
"1876","76","It's a Mistake","Men at Work","1983"
"1877","77","I'll Tumble 4 Ya","Culture Club","1983"
"1878","78","All This Love","DeBarge","1983"
"1879","79","Your Love Is Driving Me Crazy","Sammy Hagar","1983"
"1880","80","Heartbreaker","Dionne Warwick","1983"
"1881","81","Faithfully","Journey","1983"
"1882","82","Steppin' Out","Joe Jackson","1983"
"1883","83","Take Me to Heart","Quarterflash","1983"
"1884","84","(She's) Sexy + 17","Stray Cats","1983"
"1885","85","Try Again","Champaign","1983"
"1886","86","Dead Giveaway","Shalamar","1983"
"1887","87","Lawyers in Love","Jackson Browne","1983"
"1888","88","What About Me","Moving Pictures","1983"
"1889","89","Human Nature","Michael Jackson","1983"
"1890","90","Photograph","Def Leppard","1983"
"1891","91","Pass the Dutchie","Musical Youth","1983"
"1892","92","True","Spandau Ballet","1983"
"1893","93","Far from Over","Frank Stallone","1983"
"1894","94","I've Got a Rock 'n' Roll Heart","Eric Clapton","1983"
"1895","95","It Might Be You","Stephen Bishop","1983"
"1896","96","Tonight, I Celebrate My Love","Peabo Bryson and Roberta Flack","1983"
"1897","97","You Got Lucky","Tom Petty and the Heartbreakers","1983"
"1898","98","Don't Cry","Asia","1983"
"1899","99","Breaking Us in Two","Joe Jackson","1983"
"1900","100","Fall in Love with Me","Earth, Wind & Fire","1983"
"1901","1","When Doves Cry","Prince","1984"
"1902","2","What's Love Got to Do with It","Tina Turner","1984"
"1903","3","Say Say Say","Paul McCartney and Michael Jackson","1984"
"1904","4","Footloose","Kenny Loggins","1984"
"1905","5","Against All Odds (Take a Look at Me Now)","Phil Collins","1984"
"1906","6","Jump","Van Halen","1984"
"1907","7","Hello","Lionel Richie","1984"
"1908","8","Owner of a Lonely Heart","Yes","1984"
"1909","9","Ghostbusters","Ray Parker Jr.","1984"
"1910","10","Karma Chameleon","Culture Club","1984"
"1911","11","Missing You","John Waite","1984"
"1912","12","All Night Long (All Night)","Lionel Richie","1984"
"1913","13","Let's Hear It for the Boy","Deniece Williams","1984"
"1914","14","Dancing in the Dark","Bruce Springsteen","1984"
"1915","15","Girls Just Want To Have Fun","Cyndi Lauper","1984"
"1916","16","The Reflex","Duran Duran","1984"
"1917","17","Time After Time","Cyndi Lauper","1984"
"1918","18","Jump (For My Love)","The Pointer Sisters","1984"
"1919","19","Talking in Your Sleep","The Romantics","1984"
"1920","20","Self Control","Laura Branigan","1984"
"1921","21","Let's Go Crazy","Prince and The Revolution","1984"
"1922","22","Say It Isn't So","Hall & Oates","1984"
"1923","23","Hold Me Now","Thompson Twins","1984"
"1924","24","Joanna","Kool & The Gang","1984"
"1925","25","I Just Called to Say I Love You","Stevie Wonder","1984"
"1926","26","Somebody's Watching Me","Rockwell","1984"
"1927","27","Break My Stride","Matthew Wilder","1984"
"1928","28","99 Luftballons","Nena","1984"
"1929","29","I Can Dream About You","Dan Hartman","1984"
"1930","30","The Glamorous Life","Sheila E.","1984"
"1931","31","Oh Sherrie","Steve Perry","1984"
"1932","32","Stuck on You","Lionel Richie","1984"
"1933","33","I Guess That's Why They Call It the Blues","Elton John","1984"
"1934","34","She Bop","Cyndi Lauper","1984"
"1935","35","Borderline","Madonna","1984"
"1936","36","Sunglasses at Night","Corey Hart","1984"
"1937","37","Eyes Without a Face","Billy Idol","1984"
"1938","38","Here Comes the Rain Again","Eurythmics","1984"
"1939","39","Uptown Girl","Billy Joel","1984"
"1940","40","Sister Christian","Night Ranger","1984"
"1941","41","Drive","The Cars","1984"
"1942","42","Twist of Fate","Olivia Newton-John","1984"
"1943","43","Union of the Snake","Duran Duran","1984"
"1944","44","The Heart of Rock & Roll","Huey Lewis and the News","1984"
"1945","45","Hard Habit to Break","Chicago","1984"
"1946","46","The Warrior","Scandal","1984"
"1947","47","If Ever You're in My Arms Again","Peabo Bryson","1984"
"1948","48","Automatic","The Pointer Sisters","1984"
"1949","49","Let the Music Play","Shannon","1984"
"1950","50","To All the Girls I've Loved Before","Julio Iglesias and Willie Nelson","1984"
"1951","51","Caribbean Queen","Billy Ocean","1984"
"1952","52","That's All","Genesis","1984"
"1953","53","Running with the Night","Lionel Richie","1984"
"1954","54","Sad Songs (Say So Much)","Elton John","1984"
"1955","55","I Want a New Drug","Huey Lewis and the News","1984"
"1956","56","Islands in the Stream","Kenny Rogers and Dolly Parton","1984"
"1957","57","Love Is a Battlefield","Pat Benatar","1984"
"1958","58","Infatuation","Rod Stewart","1984"
"1959","59","Almost Paradise","Mike Reno and Ann Wilson","1984"
"1960","60","Legs","ZZ Top","1984"
"1961","61","State of Shock","The Jacksons","1984"
"1962","62","Love Somebody","Rick Springfield","1984"
"1963","63","Miss Me Blind","Culture Club","1984"
"1964","64","If This Is It","Huey Lewis and the News","1984"
"1965","65","You Might Think","The Cars","1984"
"1966","66","Lucky Star","Madonna","1984"
"1967","67","Cover Me","Bruce Springsteen","1984"
"1968","68","Cum on Feel the Noize","Quiet Riot","1984"
"1969","69","Breakdance","Irene Cara","1984"
"1970","70","Adult Education","Hall & Oates","1984"
"1971","71","They Don't Know","Tracey Ullman","1984"
"1972","72","An Innocent Man","Billy Joel","1984"
"1973","73","Cruel Summer","Bananarama","1984"
"1974","74","Dance Hall Days","Wang Chung","1984"
"1975","75","Give It Up","KC & the Sunshine Band","1984"
"1976","76","I'm So Excited","The Pointer Sisters","1984"
"1977","77","I Still Can't Get Over Loving You","Ray Parker Jr.","1984"
"1978","78","Thriller","Michael Jackson","1984"
"1979","79","Holiday","Madonna","1984"
"1980","80","Breakin'... There's No Stopping Us","Ollie & Jerry","1984"
"1981","81","Nobody Told Me","John Lennon","1984"
"1982","82","Church of the Poison Mind","Culture Club","1984"
"1983","83","Think of Laura","Christopher Cross","1984"
"1984","84","Time Will Reveal","DeBarge","1984"
"1985","85","Wrapped Around Your Finger","The Police","1984"
"1986","86","Pink Houses","John Cougar Mellencamp","1984"
"1987","87","Round and Round","Ratt","1984"
"1988","88","Head over Heels","The Go-Go's","1984"
"1989","89","The Longest Time","Billy Joel","1984"
